src,name,pred,dist_from_source,dist_from_pred,strict_dist_from_source,strict_dist_from_avg_pred
0,0,3,38.11098861694336,38.30957794189453,38.315101623535156,38.06513595581055
0,1,6,31.151182174682617,30.28207015991211,31.21946144104004,31.242570877075195
0,2,2,31.263792037963867,31.22464370727539,31.534849166870117,31.09328842163086
0,3,2,36.12692642211914,36.56672286987305,36.11365509033203,36.73098373413086
0,4,3,31.046796798706055,31.471956253051758,31.133283615112305,31.974365234375
0,5,2,33.42723846435547,32.68535232543945,33.70366668701172,32.359222412109375
0,6,3,37.46434783935547,37.48597717285156,37.8193359375,37.21820068359375
0,7,2,29.216659545898438,29.185216903686523,29.198518753051758,29.059101104736328
0,8,3,33.490848541259766,33.91357421875,34.026039123535156,33.78314208984375
0,9,2,30.339061737060547,30.602724075317383,30.414947509765625,31.267627716064453
0,10,3,38.334293365478516,37.84619140625,38.44633865356445,37.783172607421875
0,11,2,35.12049102783203,34.97328186035156,35.53823471069336,35.09391784667969
0,12,6,27.36809730529785,26.43143653869629,27.631221771240234,26.9588623046875
0,13,3,35.323699951171875,35.23771286010742,35.218894958496094,34.593448638916016
0,14,2,29.997386932373047,30.034549713134766,30.144485473632812,30.010791778564453
0,15,2,36.00413131713867,36.30563735961914,36.114837646484375,36.315185546875
0,16,3,32.83475875854492,33.51817321777344,32.99187469482422,33.33635330200195
0,17,6,36.6220817565918,36.814693450927734,36.46646499633789,36.730323791503906
0,18,3,33.45087814331055,33.142852783203125,33.3818244934082,32.93989944458008
0,19,2,32.83617401123047,33.319007873535156,32.734188079833984,33.17690658569336
0,20,2,31.808507919311523,31.88870620727539,32.11954879760742,32.25222396850586
0,21,2,32.098121643066406,32.27595138549805,32.6317024230957,32.25657653808594
0,22,2,35.508018493652344,35.0029296875,35.582881927490234,35.50215148925781
0,23,6,31.20055389404297,31.608287811279297,31.296245574951172,31.609006881713867
0,24,2,25.983251571655273,25.53322982788086,26.084047317504883,25.894254684448242
0,25,8,31.971792221069336,32.361473083496094,32.146759033203125,32.71746063232422
0,26,6,33.91092300415039,33.340797424316406,33.908626556396484,33.565547943115234
0,27,3,36.31220245361328,36.307334899902344,36.556705474853516,36.57979202270508
0,28,2,36.05536651611328,36.51692199707031,36.45006561279297,36.969791412353516
0,29,3,32.81175231933594,32.80599594116211,32.63309097290039,32.71189880371094
0,30,3,35.037208557128906,34.4578742980957,35.395606994628906,34.16480255126953
0,31,2,37.898040771484375,37.09101104736328,38.02805709838867,37.82847595214844
0,32,6,33.134681701660156,32.401214599609375,33.296600341796875,32.577125549316406
0,33,2,34.47625732421875,34.398887634277344,34.64934158325195,34.07428741455078
0,34,9,35.62022399902344,35.40911865234375,35.70927047729492,35.67048263549805
0,35,3,32.56396484375,33.0440788269043,32.89635467529297,32.85188293457031
0,36,2,32.637481689453125,33.03401184082031,32.400333404541016,33.32111358642578
0,37,6,24.393205642700195,24.212047576904297,24.468597412109375,24.629240036010742
0,38,3,32.08365249633789,32.276580810546875,32.05022430419922,32.83927917480469
0,39,6,37.42647933959961,36.46525573730469,37.560035705566406,37.01250457763672
0,40,2,31.87244415283203,32.084144592285156,32.305484771728516,31.57518196105957
0,41,3,34.701873779296875,35.421539306640625,34.99709701538086,35.12083053588867
0,42,2,31.428213119506836,31.703142166137695,31.703227996826172,31.246532440185547
0,43,2,33.02781295776367,33.49480438232422,33.39218521118164,33.711814880371094
0,44,2,28.349411010742188,28.679946899414062,28.430723190307617,28.437938690185547
0,45,2,36.0694694519043,35.44828796386719,35.98438262939453,35.96757125854492
0,46,3,30.53919792175293,31.103347778320312,30.54572868347168,31.23497772216797
0,47,2,33.570247650146484,33.32432556152344,33.46080780029297,33.46272659301758
0,48,2,30.90372657775879,30.93789291381836,30.65130615234375,31.0338134765625
0,49,6,31.278789520263672,30.984786987304688,31.213687896728516,31.02349090576172
1,250,2,30.980865478515625,30.792654037475586,31.103822708129883,31.35017204284668
1,251,2,31.41396713256836,31.633602142333984,31.68824005126953,31.603105545043945
1,252,3,30.947673797607422,30.26319122314453,31.409650802612305,30.085071563720703
1,253,2,34.63145446777344,33.827186584472656,34.99734115600586,34.32106018066406
1,254,9,35.315643310546875,35.54241180419922,35.375972747802734,35.87276077270508
1,255,2,36.31184005737305,36.13581085205078,36.793296813964844,36.60171127319336
1,256,2,35.3729362487793,35.24601364135742,35.92060852050781,35.269256591796875
1,257,2,33.521366119384766,33.70161437988281,34.07674026489258,33.66524887084961
1,258,3,38.781951904296875,38.41276550292969,38.678680419921875,37.92958068847656
1,259,2,31.112079620361328,30.389541625976562,30.84980010986328,30.71860122680664
1,260,2,29.79665756225586,29.842426300048828,30.253686904907227,30.321928024291992
1,261,3,33.86989212036133,34.41923141479492,34.2622184753418,34.28491973876953
1,262,2,32.46841049194336,32.15311050415039,32.796546936035156,32.74174499511719
1,263,2,32.52772521972656,32.06682586669922,32.28916549682617,31.73375701904297
1,264,2,33.2020149230957,33.4849967956543,33.33497619628906,33.869224548339844
1,265,3,35.69777297973633,35.567745208740234,35.70542907714844,35.62237548828125
1,266,9,35.664913177490234,35.31027603149414,35.64998245239258,35.39054489135742
1,267,1,29.115196228027344,None,29.268051147460938,None
1,268,6,36.41040802001953,35.71742248535156,36.261016845703125,35.74274826049805
1,269,9,32.065330505371094,31.999345779418945,32.05728530883789,32.41215515136719
1,270,6,34.72476577758789,33.30025863647461,34.6168212890625,34.214847564697266
1,271,2,34.60001754760742,34.6881217956543,35.081844329833984,35.19497299194336
1,272,2,31.949695587158203,31.380149841308594,32.00374984741211,31.875225067138672
1,273,9,32.15013122558594,31.97296714782715,31.981098175048828,31.932151794433594
1,274,9,34.711753845214844,34.36283874511719,35.10258865356445,35.14576721191406
1,275,2,32.91172409057617,32.59499740600586,33.50034713745117,32.52684783935547
1,276,3,34.59193420410156,33.907005310058594,34.86104202270508,34.251529693603516
1,277,6,31.3990535736084,30.492809295654297,32.064842224121094,30.738065719604492
1,278,3,31.151844024658203,31.34956169128418,31.26795196533203,31.092880249023438
1,279,6,31.7862606048584,31.21067237854004,32.15317153930664,31.447683334350586
1,280,1,22.04562759399414,None,22.3466796875,None
1,281,9,37.77301788330078,37.71841049194336,37.935482025146484,38.23799133300781
1,282,9,34.872318267822266,34.4141731262207,35.14835739135742,34.71514892578125
1,283,9,35.92079162597656,36.211585998535156,36.29404067993164,36.28089141845703
1,284,6,35.18643569946289,34.63087844848633,35.520591735839844,34.873870849609375
1,285,6,35.85204315185547,35.592193603515625,35.68149948120117,36.0687255859375
1,286,2,37.626548767089844,37.665348052978516,37.609397888183594,37.86307144165039
1,287,6,32.53310012817383,32.969993591308594,32.308738708496094,32.98127746582031
1,288,9,35.49397659301758,34.89452362060547,35.79494857788086,35.15043258666992
1,289,2,30.813838958740234,30.417186737060547,31.211837768554688,30.678604125976562
1,290,2,33.31485366821289,33.086978912353516,33.65153503417969,33.25141906738281
1,291,6,34.295753479003906,33.82693099975586,34.104339599609375,34.20322036743164
1,292,3,35.20417404174805,34.76041030883789,35.53565979003906,35.11768341064453
1,293,9,34.41374206542969,34.4317626953125,34.60578536987305,34.53810501098633
1,294,3,34.885433197021484,34.86505889892578,35.1690559387207,34.4556999206543
1,295,2,36.808570861816406,36.9482421875,37.12534713745117,36.668846130371094
1,296,6,31.85765838623047,31.19668197631836,31.876815795898438,32.007545471191406
1,297,9,28.182275772094727,28.295162200927734,28.66287612915039,28.613840103149414
1,298,3,31.52840805053711,31.927169799804688,31.41827392578125,32.0479850769043
1,299,9,34.50785446166992,34.177223205566406,34.81193542480469,33.93465042114258
2,500,2,34.987247467041016,None,35.24509048461914,None
2,501,3,33.208160400390625,33.416378021240234,33.1054801940918,33.191062927246094
2,502,2,31.805492401123047,None,31.832828521728516,None
2,503,6,34.5516471862793,34.45649337768555,34.6285514831543,34.64259338378906
2,504,6,32.71477508544922,32.79695510864258,32.691505432128906,33.01176452636719
2,505,6,33.8382568359375,33.74937438964844,33.75957107543945,33.86056137084961
2,506,3,38.73938751220703,38.871517181396484,38.14710998535156,38.7642822265625
2,507,3,33.63840103149414,33.85494613647461,33.43552780151367,33.78709411621094
2,508,6,35.57664108276367,34.35487747192383,35.586490631103516,34.96923065185547
2,509,3,27.959054946899414,28.43301010131836,28.267946243286133,28.89376449584961
2,510,3,36.715576171875,37.096797943115234,36.6554069519043,36.8530387878418
2,511,6,32.520538330078125,32.58696746826172,32.893394470214844,32.57229232788086
2,512,3,30.501508712768555,30.83839988708496,30.46290397644043,30.550382614135742
2,513,3,31.914766311645508,32.164085388183594,31.729684829711914,31.970413208007812
2,514,3,36.212581634521484,36.25749588012695,36.282203674316406,36.368751525878906
2,515,2,32.038597106933594,None,32.16261291503906,None
2,516,2,36.519981384277344,None,36.67227554321289,None
2,517,2,39.48204803466797,None,39.4888801574707,None
2,518,3,34.04379653930664,34.50209426879883,33.761165618896484,34.60346603393555
2,519,6,28.97145652770996,28.500288009643555,28.927204132080078,29.130571365356445
2,520,2,29.69002914428711,None,30.05312728881836,None
2,521,2,36.7220344543457,None,36.9113883972168,None
2,522,2,32.35360336303711,None,32.91721725463867,None
2,523,6,33.89906311035156,33.5465087890625,34.239498138427734,33.64338684082031
2,524,2,35.07566452026367,None,35.04676055908203,None
2,525,2,28.83673667907715,None,29.097461700439453,None
2,526,6,33.79540252685547,33.670570373535156,34.095211029052734,34.1251220703125
2,527,3,38.204071044921875,38.39377975463867,38.240142822265625,38.413063049316406
2,528,6,33.044490814208984,32.85162353515625,32.922630310058594,33.2601318359375
2,529,2,27.625099182128906,None,28.35417938232422,None
2,530,6,29.93010139465332,29.518390655517578,30.425338745117188,29.9818058013916
2,531,3,34.78368377685547,35.00273132324219,34.69426345825195,34.99958419799805
2,532,6,32.225372314453125,32.08064651489258,32.42880630493164,32.48823928833008
